image_name,blur_score,brightness,contrast,width,height,resolution,grade
img_139.jpg,83.44,96.13,38.04,800,600,480000,D
img_1390.jpg,175.51,107.89,64.56,800,600,480000,D
img_1391.jpg,73.62,119.51,55.35,800,1066,852800,D
img_1392.jpg,2744.72,111.3,57.43,800,600,480000,A
img_1393.jpg,4646.7,85.16,48.18,800,600,480000,B
img_1394.jpg,556.0,98.34,53.78,800,600,480000,B
img_1395.jpg,1545.06,137.36,51.0,800,600,480000,A
img_1396.jpg,102.94,100.16,38.65,800,600,480000,D
img_1397.jpg,140.15,120.01,58.64,800,1066,852800,D
img_1398.jpg,2031.17,163.11,48.67,800,600,480000,B
img_1399.jpg,475.12,122.29,56.89,800,600,480000,C
img_14.jpg,3707.04,120.12,53.75,800,599,479200,A
img_140.jpg,466.88,119.28,63.19,800,600,480000,C
img_1400.jpg,5831.79,110.08,64.72,800,600,480000,A
img_1401.jpg,15950.69,139.21,50.2,800,600,480000,A
img_1402.jpg,4397.73,128.26,67.69,800,1066,852800,A
img_1403.jpg,136.98,113.33,38.1,800,600,480000,D
img_1404.jpg,3188.74,118.6,56.86,800,1066,852800,A
img_1405.jpg,1343.04,137.36,63.17,800,600,480000,A
img_1406.jpg,4240.16,142.77,56.6,800,600,480000,A
img_1407.jpg,1888.54,124.28,48.39,800,600,480000,B
img_1408.jpg,11403.9,104.29,58.72,800,600,480000,A
